;title;X;y;description
26;Volunteer Mentor for People Experiencing Homelessness;Volunteer Mentor for People Experiencing Homelessness OUR MISSION We equip and empower people to chart their course out of poverty to self-sufficiency through an education and mentorship program. We foster positive community by intentionally creating personal relationships that bridge socioeconomic lines. Throughout the ongoing classes, focused on poverty alleviation, the Maxime Samplingers set goals for meaningful life improvement, and they are partnered with volunteer mentors for coaching and guidance.;['address an audience', 'advise others', 'approach challenges positively', 'build networks', 'build team spirit', 'demonstrate intercultural competence', 'demonstrate trustworthiness', 'ensure customer orientation', 'identify problems', 'instruct others', 'maintain psychological well-being', 'manage frustration', 'moderate a discussion', 'motivate others', 'organise information, objects and resources', 'plan', 'promote ideas, products, services ', 'report facts', 'resolve conflicts', 'respect confidentiality obligations', 'respect the diversity of cultural values and norms', 'show commitment', 'show empathy', 'show initiative', 'solve problems', 'think creatively', 'work independently'];OUR MISSION We equip and empower people to chart their course out of poverty to self-sufficiency through an education and mentorship program. We foster positive community by intentionally creating personal relationships that bridge socioeconomic lines. Throughout the ongoing classes, focused on poverty alleviation, the <full_name>s set goals for meaningful life improvement, and they are partnered with volunteer mentors for coaching and guidance.
27;Food Bank Volunteers - Weekday Food Sorting;Food Bank Volunteers - Weekday Food Sorting Volunteers needed to sort and package produce in WorldJobs Ltd. warehouse. Volunteers must be age 10 or older. To sign up, please go to https://www.worldjobs.com.;['apply hygiene standards', 'manage quality', 'move objects', 'organise information, objects and resources', 'work efficiently'];Volunteers needed to sort and package produce in <organisation> warehouse. Volunteers must be age 10 or older. To sign up, please go to <url>.
28;Volunteer Friend to a Neighbor Experiencing Homelessness;Volunteer Friend to a Neighbor Experiencing Homelessness Volunteer Friends are the cornerstone of WorldJobs Ltd.'s Be A Friend Program. The goal of WorldJobs Ltd. is to leverage community support through volunteerism and provide those experiencing homelessness and those newly housed with individualized support in the form of social interactions at least twice a month. Volunteer Friends meet with their Neighbor at least once a month in person over breakfast or lunch to get to know each other and calls their Neighbor at least once a month to talk on the phone and check in with them. WorldJobs Ltd. provides an orientation training and ongoing support from the Program Manager. Project Requirements & Important Notes Time Commitment: Twice a month time commitment of about 1 to 2 hours each time. Onboarding Process: The onboarding process consists of various video trainings that may take approximately 4 hours to complete collectively. Attire: Casual attire Note: This is a partial remote and partial in-person volunteer opportunity to genuinely get to know someone different from you and share new experiences together! About WorldJobs Ltd. San Diego WorldJobs Ltd. is dedicated to improving community equity with free services to San Diego's most vulnerable, helping house our homeless neighbors and academically advance low income students, lifting all to their highest potential.;['build networks', 'demonstrate intercultural competence', 'demonstrate trustworthiness', 'maintain psychological well-being', 'respect confidentiality obligations', 'respect the diversity of cultural values and norms', 'show commitment', 'show empathy', 'show initiative', 'work independently'];Volunteer Friends are the cornerstone of <organisation>'s Be A Friend Program. The goal of <organisation> is to leverage community support through volunteerism and provide those experiencing homelessness and those newly housed with individualized support in the form of social interactions at least twice a month. Volunteer Friends meet with their Neighbor at least once a month in person over breakfast or lunch to get to know each other and calls their Neighbor at least once a month to talk on the phone and check in with them. <organisation> provides an orientation training and ongoing support from the Program Manager. Project Requirements & Important Notes Time Commitment: Twice a month time commitment of about 1 to 2 hours each time. Onboarding Process: The onboarding process consists of various video trainings that may take approximately 4 hours to complete collectively. Attire: Casual attire Note: This is a partial remote and partial in-person volunteer opportunity to genuinely get to know someone different from you and share new experiences together! About <organisation> San Diego <organisation> is dedicated to improving community equity with free services to San Diego's most vulnerable, helping house our homeless neighbors and academically advance low income students, lifting all to their highest potential.
29;Join our Communications & PR Sub-Committee;Join our Communications & PR Sub-Committee As a volunteer, you’ll help craft compelling messages, manage social media, connect with WorldJobs Ltd., and promote our mission to a wider audience. Whether you have experience in PR, marketing, writing, or simply a creative spark, we’d love to have you on board! Opportunities include: ✅ Social media management ✅ Press release writing ✅ Content creation (newsletters, blogs, graphics) ✅ Community outreach & media relations You can make a difference in amplifying our impact.;['address an audience', 'advise others', 'assume responsibility', 'attend to detail', 'build networks', 'comply with regulations', 'create digital content', 'demonstrate intercultural competence', 'demonstrate loyalty', 'demonstrate trustworthiness', 'ensure customer orientation', 'identify problems', 'make decisions', 'manage quality', 'operate digital hardware', 'organise information, objects and resources', 'plan', 'promote ideas, products, services ', 'report facts', 'respect confidentiality obligations', 'show commitment', 'show confidence', 'show determination', 'show empathy', 'show initiative', 'think analytically', 'think creatively', 'use communication and collaboration software', 'work independently'];As a volunteer, you’ll help craft compelling messages, manage social media, connect with <organisation>, and promote our mission to a wider audience. Whether you have experience in PR, marketing, writing, or simply a creative spark, we’d love to have you on board! Opportunities include: ✅ Social media management ✅ Press release writing ✅ Content creation (newsletters, blogs, graphics) ✅ Community outreach & media relations You can make a difference in amplifying our impact.
30;Marketing/Website Assistance;Marketing/Website Assistance Can you help us with https://www.worldjobs.com? WorldJobs Ltd. provides programs and services that support families and communities. If you have experience with SEO, content creation, email marketing or any other skill that could be useful in this area we could use your help. Or maybe you know how to use paid advertising or social media to help us get the word out about our activities. To learn more about us visit: https://www.worldjobs.com. All applicants will be required to complete a background check on https://www.worldjobs.com at our expense.;['address an audience', 'advise others', 'assume responsibility', 'attend to detail', 'build networks', 'comply with regulations', 'create digital content', 'demonstrate intercultural competence', 'demonstrate trustworthiness', 'ensure customer orientation', 'identify problems', 'make decisions', 'manage quality', 'operate digital hardware', 'organise information, objects and resources', 'plan', 'promote ideas, products, services ', 'report facts', 'respect confidentiality obligations', 'show commitment', 'show determination', 'show empathy', 'show initiative', 'think analytically', 'think creatively', 'use communication and collaboration software', 'work independently'];Can you help us with <url>? <organisation> provides programs and services that support families and communities. If you have experience with SEO, content creation, email marketing or any other skill that could be useful in this area we could use your help. Or maybe you know how to use paid advertising or social media to help us get the word out about our activities. To learn more about us visit: <url>. All applicants will be required to complete a background check on <url> at our expense.
31;Administrative Support;Administrative Support Executive Administrative Support candidate will support the organizational functions of WorldJobs Ltd. by assisting with volunteer management, administrative tasks, and HR-related duties. This role is ideal for someone who is detail-oriented, highly organized, and passionate about supporting the growth and success of a nonprofit organization. Key Responsibilities: Assist in recruiting, onboarding, and training volunteers. Maintain and update volunteer records and databases. Help with scheduling and coordinating meetings, events, and activities. Assist in managing communication between staff, volunteers, and external stakeholders. Support administrative functions, such as preparing documents, handling correspondence, and managing office supplies. Help organize and manage the nonprofit’s filing system (mostly digital). Skills & Qualifications: Strong organizational and administrative skills. Excellent interpersonal and communication skills. Experience with volunteer coordination or HR tasks is a plus. Ability to manage confidential information with discretion. A positive attitude, team player, and commitment to our mission.;['address an audience', 'advise others', 'apply digital security measures', 'attend to detail', 'build networks', 'build team spirit', 'comply with regulations', 'demonstrate intercultural competence', 'demonstrate trustworthiness', 'ensure customer orientation', 'instruct others', 'manage quality', 'manage time', 'motivate others', 'operate digital hardware', 'organise information, objects and resources', 'plan', 'promote ideas, products, services ', 'respect confidentiality obligations', 'show commitment', 'show empathy', 'use communication and collaboration software', 'work efficiently', 'work in teams'];Executive Administrative Support candidate will support the organizational functions of <organisation> by assisting with volunteer management, administrative tasks, and HR-related duties. This role is ideal for someone who is detail-oriented, highly organized, and passionate about supporting the growth and success of a nonprofit organization. Key Responsibilities: Assist in recruiting, onboarding, and training volunteers. Maintain and update volunteer records and databases. Help with scheduling and coordinating meetings, events, and activities. Assist in managing communication between staff, volunteers, and external stakeholders. Support administrative functions, such as preparing documents, handling correspondence, and managing office supplies. Help organize and manage the nonprofit’s filing system (mostly digital). Skills & Qualifications: Strong organizational and administrative skills. Excellent interpersonal and communication skills. Experience with volunteer coordination or HR tasks is a plus. Ability to manage confidential information with discretion. A positive attitude, team player, and commitment to our mission.
32;3rd Annual Dinner and Silent Auction;"3rd Annual Dinner and Silent Auction Our event on 2023-10-01 includes a dinner and silent auction to raise money for our yearly grant program. Our grants provide financial assistance to those living with spinal cord injuries and neurological disorders and assist in covering out-of-pocket expenses. We are anticipating around 200 patrons that will enjoy a catered dinner, presentations from our guest speakers, a silent auction, and a dessert auction. This year, our event is themed ""Derby Day"" and will see guests wearing their best Kentucky Derby attire! We are looking for volunteers that would be willing to help during set-up (10:00 AM - 5:00 PM-10:00 AM - 5:00 PM), break-down (10:00 AM - 5:00 PM-10:00 AM - 5:00 PM), during the event (10:00 AM - 5:00 PM-10:00 AM - 5:00 PM) with guest check-in, merchandise sales, silent auction bids, dessert auction bids and distribution, and general clean-up during the event.";['apply hygiene standards', 'build team spirit', 'comply with regulations', 'demonstrate intercultural competence', 'demonstrate trustworthiness', 'ensure customer orientation', 'move objects', 'organise information, objects and resources', 'promote ideas, products, services ', 'respect confidentiality obligations', 'use equipment, tools or technology with precision', 'work efficiently', 'work in teams'];"Our event on <date> includes a dinner and silent auction to raise money for our yearly grant program. Our grants provide financial assistance to those living with spinal cord injuries and neurological disorders and assist in covering out-of-pocket expenses. We are anticipating around 200 patrons that will enjoy a catered dinner, presentations from our guest speakers, a silent auction, and a dessert auction. This year, our event is themed ""Derby Day"" and will see guests wearing their best Kentucky Derby attire! We are looking for volunteers that would be willing to help during set-up (<time>-<time>), break-down (<time>-<time>), during the event (<time>-<time>) with guest check-in, merchandise sales, silent auction bids, dessert auction bids and distribution, and general clean-up during the event."
33;Grassroots Nonprofit Seeks Experienced Board Members;Grassroots Nonprofit Seeks Experienced Board Members Are you passionate about empowering underserved communities and making a lasting impact?? WorldJobs Ltd., a growing grassroots nonprofit, is seeking a dedicated and experienced individual to join our Board of Directors. Who We Are: WorldJobs Ltd. is committed to building community power through advocacy, peer counseling, and leadership development. Our mission is to uplift low-income and marginalized communities by connecting them to resources, fostering leadership, and driving impactful peer-led initiatives. What We’re Looking For: We’re seeking an experienced professional who shares our values and vision for change. Ideal candidates will have expertise in one or more of the following areas: Nonprofit governance Strategic planning Fundraising and donor relations Marketing and communications Behavioral health or social services As a board member, you will play a pivotal role in shaping the direction and growth of WorldJobs Ltd., supporting initiatives like the Peer Advocacy and Leadership Academy (PALA) and ensuring long-term sustainability through effective leadership and oversight. Your Role: Attend quarterly board meetings (virtual options available) Provide strategic guidance and oversight Act as an ambassador for WorldJobs Ltd. within your networks Help identify funding opportunities and support fundraising efforts Why Join Us? This is your opportunity to be part of a grassroots movement making real change in the lives of individuals and communities. Together, we’ll expand WorldJobs Ltd.\'s reach, amplify marginalized voices, and create pathways to housing, employment, and empowerment. Time Commitment: Approximately 5-10 hours per month, including meetings and strategic efforts. Interested? If you’re ready to bring your expertise and passion to our team, we’d love to hear from you! Please email us at maxime@worldjobs.com with a brief introduction and your resume or LinkedIn profile. Help us transform lives and build stronger communities-join WorldJobs Ltd. today!;['address an audience', 'advise others', 'apply knowledge of social sciences and humanities', 'approach challenges positively', 'assume responsibility', 'build networks', 'build team spirit', 'calculate probabilities', 'carry out calculations', 'comply with regulations', 'cope with uncertainty', 'delegate responsibilities', 'demonstrate loyalty', 'demonstrate trustworthiness', 'instruct others', 'lead others', 'make decisions', 'manage financial and material resources', 'manage quality', 'meet commitments', 'operate digital hardware', 'organise information, objects and resources', 'plan', 'promote ideas, products, services ', 'report facts', 'respect confidentiality obligations', 'show commitment', 'show confidence', 'show determination', 'show entrepreneurial spirit', 'show initiative', 'think analytically', 'think creatively', 'think critically', 'think holistically', 'think innovately', 'use communication and collaboration software', 'work in teams'];Are you passionate about empowering underserved communities and making a lasting impact?? <organisation>, a growing grassroots nonprofit, is seeking a dedicated and experienced individual to join our Board of Directors. Who We Are: <organisation> is committed to building community power through advocacy, peer counseling, and leadership development. Our mission is to uplift low-income and marginalized communities by connecting them to resources, fostering leadership, and driving impactful peer-led initiatives. What We’re Looking For: We’re seeking an experienced professional who shares our values and vision for change. Ideal candidates will have expertise in one or more of the following areas: Nonprofit governance Strategic planning Fundraising and donor relations Marketing and communications Behavioral health or social services As a board member, you will play a pivotal role in shaping the direction and growth of <organisation>, supporting initiatives like the Peer Advocacy and Leadership Academy (PALA) and ensuring long-term sustainability through effective leadership and oversight. Your Role: Attend quarterly board meetings (virtual options available) Provide strategic guidance and oversight Act as an ambassador for <organisation> within your networks Help identify funding opportunities and support fundraising efforts Why Join Us? This is your opportunity to be part of a grassroots movement making real change in the lives of individuals and communities. Together, we’ll expand <organisation>\'s reach, amplify marginalized voices, and create pathways to housing, employment, and empowerment. Time Commitment: Approximately 5-10 hours per month, including meetings and strategic efforts. Interested? If you’re ready to bring your expertise and passion to our team, we’d love to hear from you! Please email us at <email> with a brief introduction and your resume or LinkedIn profile. Help us transform lives and build stronger communities-join <organisation> today!
34;Board Member - Fund Development & Strategic Visioning;"Board Member - Fund Development & Strategic Visioning Our mission is to help WorldJobs Ltd. people cultivate their unique talents, pursue their passions, and be their biggest, baddest selves. We envision a world where WorldJobs Ltd. in all its forms is celebrated, rather than marginalized; where we acknowledge our differences and work within them to strengthen our connection; and where WorldJobs Ltd. individuals can thrive in all spaces. We believe in embracing the unique strengths and perspectives of individuals with WorldJobs Ltd.. In an effort to foster growth, we are looking to expand our Board of Directors to include individuals who are passionate about fund development, can provide various areas of expertise (e.g., legal, fiscal, marketing, etc.), and who are willing to support a national organization. As a volunteer Board Member, you will play a crucial role in guiding the strategic direction, fundraising, and governance of WorldJobs Ltd.. You will collaborate with fellow board members to ensure that our mission and values are upheld, and our programs and initiatives effectively serve the WorldJobs Ltd. community. Qualifications: Passion for promoting WorldJobs Ltd. and advancing the mission of WorldJobs Ltd.. Have experience in a virtual support role, preferably while serving on a board. Understand how equity principles and power-sharing show up in the nonprofit space, particularly in regard to your relationship with the Executive Director. Embrace a learning and WorldJobs Ltd. environment. Fund development expertise. We're looking for a variety of ways to expand our revenue sources and would love your input!";['address an audience', 'advise others', 'apply knowledge of social sciences and humanities', 'approach challenges positively', 'assume responsibility', 'build networks', 'build team spirit', 'calculate probabilities', 'carry out calculations', 'comply with regulations', 'cope with uncertainty', 'delegate responsibilities', 'demonstrate loyalty', 'demonstrate trustworthiness', 'instruct others', 'lead others', 'make decisions', 'manage financial and material resources', 'manage quality', 'meet commitments', 'operate digital hardware', 'organise information, objects and resources', 'plan', 'promote ideas, products, services ', 'report facts', 'respect confidentiality obligations', 'show commitment', 'show confidence', 'show determination', 'show entrepreneurial spirit', 'show initiative', 'think analytically', 'think creatively', 'think critically', 'think holistically', 'think innovately', 'use communication and collaboration software', 'work in teams'];"Our mission is to help <organisation> people cultivate their unique talents, pursue their passions, and be their biggest, baddest selves. We envision a world where <organisation> in all its forms is celebrated, rather than marginalized; where we acknowledge our differences and work within them to strengthen our connection; and where <organisation> individuals can thrive in all spaces. We believe in embracing the unique strengths and perspectives of individuals with <organisation>. In an effort to foster growth, we are looking to expand our Board of Directors to include individuals who are passionate about fund development, can provide various areas of expertise (e.g., legal, fiscal, marketing, etc.), and who are willing to support a national organization. As a volunteer Board Member, you will play a crucial role in guiding the strategic direction, fundraising, and governance of <organisation>. You will collaborate with fellow board members to ensure that our mission and values are upheld, and our programs and initiatives effectively serve the <organisation> community. Qualifications: Passion for promoting <organisation> and advancing the mission of <organisation>. Have experience in a virtual support role, preferably while serving on a board. Understand how equity principles and power-sharing show up in the nonprofit space, particularly in regard to your relationship with the Executive Director. Embrace a learning and <organisation> environment. Fund development expertise. We're looking for a variety of ways to expand our revenue sources and would love your input!"
35;Volunteer Opportunities at Olompali State Historic Park;"Volunteer Opportunities at Olompali State Historic Park Volunteer at the WorldJobs Ltd. Visitor Center to interpret to park visitors the key natural and cultural features of the park site. Duties include: Provide assistance, education and information to park visitors; interpret the natural and cultural resources of the park unit Advise visitors of park regulations Sell educational goods and services that support the park’s cooperating association";['address an audience', 'advise others', 'apply knowledge of philosophy, ethics and religion', 'apply knowledge of science, technology and engineering', 'carry out calculations', 'comply with regulations', 'demonstrate awareness of health risks ', 'demonstrate curiosity', 'demonstrate trustworthiness', 'engage others in environment friendly behaviours', 'ensure customer orientation', 'instruct others', 'memorise information', 'promote ideas, products, services ', 'protect the health of others', 'react to physical changes or hazards', 'report facts', 'show commitment', 'show confidence'];"Volunteer at the <organisation> Visitor Center to interpret to park visitors the key natural and cultural features of the park site. Duties include: Provide assistance, education and information to park visitors; interpret the natural and cultural resources of the park unit Advise visitors of park regulations Sell educational goods and services that support the park’s cooperating association"
36;WIKIPEDIA WRITER;WIKIPEDIA WRITER Help needed with https://www.worldjobs.com to create page for WorldJobs Ltd..;['address an audience', 'attend to detail', 'conduct web searches', 'create digital content', 'manage quality', 'operate digital hardware', 'organise information, objects and resources', 'promote ideas, products, services ', 'report facts', 'use communication and collaboration software', 'work independently'];Help needed with <url> to create page for <organisation>.
37;Hospice Volunteer (San Francisco);"Hospice Volunteer (San Francisco) WorldJobs Ltd. is a trusted hospice agency that serves several cities throughout the San Ramon area (ID78846-ID78846-ID78846). We provide compassionate end-of-life care to patients and their families, addressing their physical, emotional, and spiritual needs. Our goal is to create a peaceful and comforting environment where individuals can find solace and dignity during their journey.

Volunteers may assist with office activities such as answering telephones, filing, assisting with patient/family mailings, and data entry. They may also direct patient care activities at facilities or homes such as helping patients and families with household chores, shopping, companionship, providing respite breaks for family or caregiver/s caring for the patient, mowing a patient’s lawn, walking a patient’s dog, and arts and crafts.

Qualifications
Communication skills, including active listening and empathy
Willingness to learn and participate in our training program
Desire to help someone in need and make a difference in the lives of others
Availability for at least 1-4 hours per week

Additional qualifications and skills that would be beneficial include:
Passionate about working with elderly people
Eager to bring smiles to people's faces
Experience with or interest in the clinical industry is a plus (not required)
Interest in pursuing a clinical path (not required)
Sewing, arts, music, activities hosting, and others (please specify upon application)
Motivated to learn and grow- both personally and professionally";['accept criticism and guidance', 'advise others', 'apply hygiene standards', 'apply knowledge of philosophy, ethics and religion', 'approach challenges positively', 'assume responsibility', 'attend to detail', 'comply with regulations', 'cope with stress', 'cope with uncertainty', 'demonstrate awareness of health risks ', 'demonstrate loyalty', 'demonstrate trustworthiness', 'demonstrate willingness to learn', 'ensure customer orientation', 'identify problems', 'improvise', 'instruct others', 'keep an open mind', 'maintain psychological well-being', 'make an informed use of the health-care system', 'make decisions', 'manage chronic health conditions', 'manage financial and material resources', 'manage frustration', 'manage personal progression', 'manage quality', 'manage time', 'meet commitments', 'operate digital hardware', 'organise information, objects and resources', 'plan', 'protect the health of others', 'report facts', 'respect confidentiality obligations', 'respect the diversity of cultural values and norms', 'show commitment', 'show confidence', 'show determination', 'show empathy', 'show initiative', 'solve problems', 'use communication and collaboration software', 'work independently'];"<organisation> is a trusted hospice agency that serves several cities throughout the San Ramon area (<identifier>-<identifier>-<identifier>). We provide compassionate end-of-life care to patients and their families, addressing their physical, emotional, and spiritual needs. Our goal is to create a peaceful and comforting environment where individuals can find solace and dignity during their journey.

Volunteers may assist with office activities such as answering telephones, filing, assisting with patient/family mailings, and data entry. They may also direct patient care activities at facilities or homes such as helping patients and families with household chores, shopping, companionship, providing respite breaks for family or caregiver/s caring for the patient, mowing a patient’s lawn, walking a patient’s dog, and arts and crafts.

Qualifications
Communication skills, including active listening and empathy
Willingness to learn and participate in our training program
Desire to help someone in need and make a difference in the lives of others
Availability for at least 1-4 hours per week

Additional qualifications and skills that would be beneficial include:
Passionate about working with elderly people
Eager to bring smiles to people's faces
Experience with or interest in the clinical industry is a plus (not required)
Interest in pursuing a clinical path (not required)
Sewing, arts, music, activities hosting, and others (please specify upon application)
Motivated to learn and grow- both personally and professionally"
38;National Park Service Trails & Rails Guide Based Near San Jose on Amtrak's Coast Starlight;National Park Service Trails & Rails Guide Based Near San Jose on Amtrak's Coast Starlight Speaking to passengers in the Sightseer Lounge aboard WorldJobs Ltd.'s Coast Starlight The Trails and Rails program is a collaboration between the National Park Service and WorldJobs Ltd.. Trails and Rails volunteers provide an interpretive program aboard Amtrak’s Coast Starlight between San Jose and San Luis Obispo. Most of the program takes place in the Sightseer Lounge car aboard the Coast Starlight. Guides are expected to volunteer a minimum of one day per month, May through September. (The program is inactive October through April.) We travel between 123 Fake Street, Faketown, Fakeland and 123 Fake Street, Faketown, Fakeland, beginning and ending at the 123 Fake Street, Faketown, Fakeland the same day. Hours are approximately 9:30 am to 8:30 pm. Saturdays or Sundays. Potential Trails and Rails volunteers attend an initial day-long classroom training at the start of their first season, then continue their education by observing and assisting seasoned guides in peer-to-peer learning on the train. Written materials, historical articles, and related https://www.worldjobs.com round out each guide’s training and continuing education. For more information, and an opportunity to sign up for a no-obligation orientation, go to https://www.worldjobs.com/about-the-trails-rails-program/;['address an audience', 'demonstrate willingness to learn', 'manage time', 'memorise information', 'promote ideas, products, services ', 'report facts', 'show commitment', 'work independently'];Speaking to passengers in the Sightseer Lounge aboard <organisation>'s Coast Starlight The Trails and Rails program is a collaboration between the National Park Service and <organisation>. Trails and Rails volunteers provide an interpretive program aboard Amtrak’s Coast Starlight between San Jose and San Luis Obispo. Most of the program takes place in the Sightseer Lounge car aboard the Coast Starlight. Guides are expected to volunteer a minimum of one day per month, May through September. (The program is inactive October through April.) We travel between <address> and <address>, beginning and ending at the <address> the same day. Hours are approximately 9:30 am to 8:30 pm. Saturdays or Sundays. Potential Trails and Rails volunteers attend an initial day-long classroom training at the start of their first season, then continue their education by observing and assisting seasoned guides in peer-to-peer learning on the train. Written materials, historical articles, and related <url> round out each guide’s training and continuing education. For more information, and an opportunity to sign up for a no-obligation orientation, go to <url>/about-the-trails-rails-program/
39;Video Editor;"Video Editor OVERVIEW: We are seeking a talented and passionate Volunteer Video Editor to join our team. You will be responsible for creating compelling and visually stunning video content that effectively communicates WorldJobs Ltd.'s message and mission. This role offers an excellent opportunity to showcase your creativity and technical skills while making a positive impact through volunteer work.

KEY RESPONSIBILITIES:
- Collaborate with the creative team to understand project goals and contribute ideas.
- Edit raw footage into polished, brand-aligned video content.
- Utilize video editing software to add effects, transitions, and enhancements.
- Adapt video content for various platforms and formats.
- Research and implement industry trends and innovative techniques.
- Assist with additional multimedia projects, including motion graphics.

QUALIFICATIONS:
- Skilled in editing software like Adobe Premiere Pro, Final Cut Pro, or similar.
- Knowledgeable in pacing, storytelling, and visual composition.
- Detail-oriented with adherence to brand guidelines.
- Creative with a passion for visual storytelling.
- Effective communication and collaboration abilities.
- Able to handle multiple projects independently.
- Previous video editing experience preferred.

BENEFITS:
- Opportunity to contribute to a meaningful cause and make a positive impact.
- Gain hands-on experience in social media content creation and marketing.
- Develop your writing skills and portfolio with published content.
- Join a collaborative and supportive team of like-minded individuals.
- Letter of recommendation upon successful completion of the volunteer term.

HOW TO APPLY: Interested candidates should complete this form: https://www.worldjobs.com

Candidates with experience and who reside within the Greater Vancouver area are preferred. Rhythm of Life Society is an equal-opportunity employer. We welcome and encourage applications from individuals of all backgrounds and experiences. Thank you for considering joining our team and helping us make a positive impact in our community!";['address an audience', 'attend to detail', 'conduct web searches', 'create digital content', 'express yourself creatively', 'manage quality', 'manage time', 'operate digital hardware', 'promote ideas, products, services ', 'report facts', 'think creatively', 'use communication and collaboration software', 'use equipment, tools or technology with precision', 'work in teams'];"OVERVIEW: We are seeking a talented and passionate Volunteer Video Editor to join our team. You will be responsible for creating compelling and visually stunning video content that effectively communicates <organisation>'s message and mission. This role offers an excellent opportunity to showcase your creativity and technical skills while making a positive impact through volunteer work.

KEY RESPONSIBILITIES:
- Collaborate with the creative team to understand project goals and contribute ideas.
- Edit raw footage into polished, brand-aligned video content.
- Utilize video editing software to add effects, transitions, and enhancements.
- Adapt video content for various platforms and formats.
- Research and implement industry trends and innovative techniques.
- Assist with additional multimedia projects, including motion graphics.

QUALIFICATIONS:
- Skilled in editing software like Adobe Premiere Pro, Final Cut Pro, or similar.
- Knowledgeable in pacing, storytelling, and visual composition.
- Detail-oriented with adherence to brand guidelines.
- Creative with a passion for visual storytelling.
- Effective communication and collaboration abilities.
- Able to handle multiple projects independently.
- Previous video editing experience preferred.

BENEFITS:
- Opportunity to contribute to a meaningful cause and make a positive impact.
- Gain hands-on experience in social media content creation and marketing.
- Develop your writing skills and portfolio with published content.
- Join a collaborative and supportive team of like-minded individuals.
- Letter of recommendation upon successful completion of the volunteer term.

HOW TO APPLY: Interested candidates should complete this form: <url>

Candidates with experience and who reside within the Greater Vancouver area are preferred. Rhythm of Life Society is an equal-opportunity employer. We welcome and encourage applications from individuals of all backgrounds and experiences. Thank you for considering joining our team and helping us make a positive impact in our community!"
40;Make Cards for Injured Athletes!;Make Cards for Injured Athletes! Be the Spark: Make Cards for Injured Athletes! Ready to brighten an athlete's day? Join us in crafting heartfelt cards to uplift and inspire those facing challenges. Let's spread joy and encouragement together! You don't have to be an artist, just willing to put in effort! Purpose : Create personalized cards to uplift athletes during challenging times, such as injury recovery or intense competition seasons. How : Get creative! Design your own cards using art supplies or digital tools (https://www.worldjobs.com, https://www.worldjobs.com, etc). Write heartfelt messages of encouragement to inspire athletes on their journey. We will provide you examples! Time Commitment : Flexible! Spend as much time as you'd like crafting cards at your own pace. Every card counts, no matter how many you make! Impact : Your cards will bring smiles and motivation to athletes across the globe, reminding them of their strength and resilience. Benefits : Two cards = 1 service hour . Experience the joy of giving back and making a positive difference in someone's life. Your kindness and creativity will leave a lasting impact on athletes in need.;['create digital content', 'express yourself creatively', 'manage time', 'operate digital hardware', 'show empathy', 'think creatively', 'use communication and collaboration software', 'work independently'];Be the Spark: Make Cards for Injured Athletes! Ready to brighten an athlete's day? Join us in crafting heartfelt cards to uplift and inspire those facing challenges. Let's spread joy and encouragement together! You don't have to be an artist, just willing to put in effort! Purpose : Create personalized cards to uplift athletes during challenging times, such as injury recovery or intense competition seasons. How : Get creative! Design your own cards using art supplies or digital tools (<url>, <url>, etc). Write heartfelt messages of encouragement to inspire athletes on their journey. We will provide you examples! Time Commitment : Flexible! Spend as much time as you'd like crafting cards at your own pace. Every card counts, no matter how many you make! Impact : Your cards will bring smiles and motivation to athletes across the globe, reminding them of their strength and resilience. Benefits : Two cards = 1 service hour . Experience the joy of giving back and making a positive difference in someone's life. Your kindness and creativity will leave a lasting impact on athletes in need.
41;Volunteer Reiki Practitioner @ The Healing WELL;Volunteer Reiki Practitioner @ The Healing WELL The Healing WELL is a free, drop-in wellness center in the WorldJobs Ltd. neighborhood of SF. We offer a wide range of creative healing and wellness services including addiction recovery support, yoga, tai-chi, meditation, sound healing, art, poetry, and reiki to community members impacted by trauma. Please join our efforts in bringing more wellness accessibility and options to this beloved community. We host classes outside at local parks, at partnered SROs and DISH Sites, and in our physical space on 123 Fake Street, Faketown, Fakeland. If you are a sound healer or music therapist interested in volunteering with us, please check out our website https://www.worldjobs.com and email maxime@worldjobs.com for more information.;['address an audience', 'apply hygiene standards', 'demonstrate awareness of health risks ', 'express yourself creatively', 'maintain psychological well-being', 'manage chronic health conditions', 'protect the health of others', 'show empathy'];The Healing WELL is a free, drop-in wellness center in the <organisation> neighborhood of SF. We offer a wide range of creative healing and wellness services including addiction recovery support, yoga, tai-chi, meditation, sound healing, art, poetry, and reiki to community members impacted by trauma. Please join our efforts in bringing more wellness accessibility and options to this beloved community. We host classes outside at local parks, at partnered SROs and DISH Sites, and in our physical space on <address>. If you are a sound healer or music therapist interested in volunteering with us, please check out our website <url> and email <email> for more information.
