task_id;title;description;y;virtual;final_cause_area;foundTransversalSkills;skill_len;text_len;transversalSkillList
1629754;Join Minds Matter Bay Area & become a Mentor or an Instructor for a High Schooler today!;"Looking for volunteers for the 2025-2026 school year. To learn more and apply, visit: http://www.mindsmatterbay.org/join/ ABOUT OUR PROGRAM Minds Matter Bay Area is a 100% volunteer-run, educational non-profit that provides low-income students access to strong mentors, instructors and leaders, who help broaden their worldview and prepare them for college and beyond. Students join us as Sophomores, where they build up their academic foundations in math, science, reading, writing and critical thinking, and learn key life skills, like leadership and public speaking. As Juniors, our students focus on improving standardized test scores, managing stress and exploring colleges. During the summers after their sophomore and junior years, we encourage and support our students with finding summer programs at different colleges around the country to push them out of their comfort zones and ready them for college. Finally, as Seniors, our students focus heavily on showcasing their best selves in their college applications and learning more key skills that will ensure that they don’t just graduate from college, but that they thrive during their experience. We also support them with learning about both traditional and creative ways of paying for college, so that finances don't become a barrier to considering a great school. We’re looking for volunteers to help us with every part of this program from tutoring to mentoring to managing programs. At the heart of our organization are people committed to making an impact in education and these students’ lives. At Minds Matter Bay Area, our mentees come first, but our strong community comes in at a close second. Many of our volunteers form lasting friendships and embark on new endeavors together. Whether we’re discussing the latest trends in education over dinner or picnicking in Golden Gate Park, our community knows how to get things done and have fun while doing it. We invite you to join our community and our cause. VOLUNTEER COMMITMENT The opportunity to make an impact on a student’s life comes with important responsibilities. When working with youth, one of the key components to building trust is just showing up. Commitment is key with our program-your presence, proactive communication, and conscientiousness are what makes Minds Matter Bay Area work. Sessions take place from 10:00 AM - 2:00 PM every Saturday during the school year (August through May, with breaks following standard school holidays) For Sophomores and Juniors, instructional programs take place from 10:00 AM - 12:00 PM and mentoring from 12:00 PM - 2:00 PM For Seniors, college application prep takes place from 11:00 AM - 2:00 PM We require a minimum attendance of 80% of Saturday sessions (approx. 20 of 25 weeks from August through May) and advanced notice of planned absences Building strong relationships with a student is vital for their success and growth, so we strongly prefer a three-year commitment, though we require a minimum of one year INSTRUCTORS The instructional component of our programs is designed to equip students with the knowledge and critical thinking skills necessary for achieving academic success at school and in their standardized tests. Our instructors serve as guides and role models for our students, encouraging them to deepen their knowledge base and to enjoy the process of learning. Instructors take on a variety of different roles in our organization: leading a class on a subject area, teaching the SAT/ACT, and developing and delivering workshops on close reading, critical thinking, and statement writing skills for our students and their mentors. We will work with you to find a role that best fits your skills and experience. What we look for: Presentation and facilitation skills appropriate to a small group and/or classroom setting Depth of knowledge and passion for a particular subject Ability to take a complex concept and simplify it, so that anyone can learn it Unfettered curiosity for how things work-especially when it comes to academics and tests Passion for setting goals and gaining concrete results Ability to work in a team and navigate ambiguity Prior experience designing a curriculum and instructional materials is a plus MENTORS Each student is matched with two mentors, who work closely to help their student become well-rounded and navigate the college experience from application to graduation. Mentors work with their students to explore different majors and career paths and learn a variety of skills, like writing resumes and personal statements, managing time and stress, and presenting and discussing a perspective. Our mentors serve as positive role models and catalysts for the students, encouraging them to fulfill their full potential. What we look for: Ability to hold a high bar and set stretch goals that mentees can achieve Knows how to listen and ask the right questions to build trust in a relationship, including creating a safe space for difficult conversations and being available outside of session Inquisitive and curious about what motivates and excites people Adaptable to a wide variety of personality types, from introverts to extroverts; youth to adults Will take initiative, solve problems, be optimistic-but-realistic, collaborative and reliable Prior mentorship experience with low-income high school students is a plus To learn more and apply, visit: http://www.mindsmatterbay.org/join/";['Problem Solving', 'Critical Thinking', 'Mathematics', 'Youth Services', 'Relationship Building', 'Verbal / Written Communication'];0;Education;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Commitment is key with our program-your presence, proactive communication, and conscientiousness are what makes Minds Matter Bay Area work.', 'reasonForLabel': 'Mention of proactive communication.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'Building strong relationships with a student is vital for their success and growth, so we strongly prefer a three-year commitment, though we require a minimum of one year.', 'reasonForLabel': 'Emphasizing the importance of commitment.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'Our mentors serve as positive role models and catalysts for the students, encouraging them to fulfill their full potential.', 'reasonForLabel': 'Role model and catalyst.'}, {'preferredLabel': 'adopt ways to reduce pollution', 'verbatimQuoteForLabel': 'We invite you to join our community and our cause.', 'reasonForLabel': 'Joining a community implies reducing individual impact on the environment.'}, {'preferredLabel': 'meet commitments', 'verbatimQuoteForLabel': 'Sessions take place from 10:00 AM - 2:00 PM every Saturday during the school year (August through May, with breaks following standard school holidays).', 'reasonForLabel': 'Regular schedule and attendance.'}, {'preferredLabel': 'adjust to physical demands', 'verbatimQuoteForLabel': 'Sessions take place from 10:00 AM - 2:00 PM every Saturday during the school year (August through May, with breaks following standard school holidays).', 'reasonForLabel': 'Long hours of work.'}, {'preferredLabel': 'assume responsibility', 'verbatimQuoteForLabel': 'Building strong relationships with a student is vital for their success and growth, so we strongly prefer a three-year commitment, though we require a minimum of one year.', 'reasonForLabel': 'Commitment to the program.'}, {'preferredLabel': 'show determination', 'verbatimQuoteForLabel': 'Passion for setting goals and gaining concrete results', 'reasonForLabel': 'Setting and achieving goals.'}, {'preferredLabel': 'manage frustration', 'verbatimQuoteForLabel': 'Knows how to listen and ask the right questions to build trust in a relationship, including creating a safe space for difficult conversations and being available outside of session.', 'reasonForLabel': 'Handling difficult conversations.'}, {'preferredLabel': 'exercise self-reflection', 'verbatimQuoteForLabel': 'Passion for setting goals and gaining concrete results', 'reasonForLabel': 'Setting personal development goals.'}];6;5514;['show initiative', 'accept criticism and guidance', 'apply knowledge of philosophy, ethics and religion', 'adopt ways to reduce pollution', 'meet commitments', 'adjust to physical demands', 'assume responsibility', 'show determination', 'manage frustration', 'exercise self-reflection']
3175231;Volunteer Business Mentor: Share your knowledge with a small business owner!;A Volunteer SCORE Mentor is an adviser who helps individuals and small businesses reach their goals. Mentors provide free business advice and education to aspiring entrepreneurs and existing business owners. As a volunteer Mentor, you’ll help clients solve problems, make businesses more efficient, and assist with developing business plans. You get to set your own schedule of virtual or in-person meetings with your assigned Clients. The commitment usually falls between 2 to 6 hours per week , but you can pause your schedule or expand it as desired. You'll join an iconic organization , with more than 10,000 volunteer Mentors nationwide. The ideal volunteer Mentor is empathetic, flexible, and loves connecting people to the right resources. Mentors often have significant experience within their field, excellent communication skills, and the ability to dedicate a few hours a week. Apply today if you have expertise in business operations. SCORE is a nonprofit resource partner of the U.S. Small Business Administration that helps aspiring and existing entrepreneurs succeed. Every year, our volunteers help thousands of entrepreneurs achieve their dreams of starting small businesses and achieving new levels of success. Volunteering is a way for you to give back, network with business experts, and share your knowledge. Join SCORE today to make a meaningful difference in your local economy. Learn more at www.score.org/volunteer.;['Mentoring', 'Strategic Planning', 'Business Analysis', 'People Skills', 'Relationship Building', 'Verbal / Written Communication'];1;Education;"[{'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'Mentors often have significant experience within their field', 'reasonForLabel': 'Experience in understanding and connecting people.'}, {'preferredLabel': 'communicate effectively', 'verbatimQuoteForLabel': 'excellent communication skills', 'reasonForLabel': 'Excellent communication is required for mentoring.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'You get to set your own schedule of virtual or in-person meetings with your assigned Clients.', 'reasonForLabel': 'Flexibility and adaptability are needed for scheduling.'}, {'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'The commitment usually falls between 2 to 6 hours per week, but you can pause your schedule or expand it as desired.', 'reasonForLabel': ""Initiative in managing one's own time and commitments.""}, {'preferredLabel': 'manage frustration', 'verbatimQuoteForLabel': 'You get to set your own schedule of virtual or in-person meetings with your assigned Clients.', 'reasonForLabel': 'Handling challenges and disruptions in scheduling.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'Apply today if you have expertise in business operations.', 'reasonForLabel': ""Critical thinking to assess one's own expertise.""}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'Mentors often have significant experience within their field, excellent communication skills, and the ability to dedicate a few hours a week.', 'reasonForLabel': 'Ethical considerations in mentoring.'}, {'preferredLabel': 'show confidence', 'verbatimQuoteForLabel': 'The ideal volunteer Mentor is empathetic, flexible, and loves connecting people to the right resources.', 'reasonForLabel': ""Confidence in one's abilities as a mentor.""}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': 'You get to set your own schedule of virtual or in-person meetings with your assigned Clients.', 'reasonForLabel': 'Efficient scheduling and meeting management.'}, {'preferredLabel': 'think analytically', 'verbatimQuoteForLabel': 'Mentors provide free business advice and education to aspiring entrepreneurs and existing business owners.', 'reasonForLabel': 'Analyzing business problems and providing solutions.'}]";6;1517;['show empathy', 'communicate effectively', 'adapt to change', 'show initiative', 'manage frustration', 'think critically', 'apply knowledge of philosophy, ethics and religion', 'show confidence', 'work efficiently', 'think analytically']
1979941;Tutor an Adult Learner In-Person or Online;Reading is one of the most valuable skills you can pass on to someone else Are you looking for a meaningful, fun way to give back to your community? We are currently recruiting volunteer tutors to teach basic reading and writing skills to adult learners and ESL learners. For three hours a week make a significant difference in the lives of adults by helping them reach their goals. Prior experience is not necessary. Tutor training is provided to give you the skills you need to work with an adult learner.;['Tutoring', 'Adult Education', 'General Education', 'Literacy / Reading', 'Reading / Writing', 'English as a Secondary Language (ESL)'];0;Education;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Are you looking for a meaningful, fun way to give back to your community?', 'reasonForLabel': 'Volunteer tutor seeking meaningful contribution.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'We are currently recruiting volunteer tutors.', 'reasonForLabel': 'Recruitment process and adapting to new roles.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'make a significant difference in the lives of adults by helping them reach their goals.', 'reasonForLabel': 'Philosophical approach to community service.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'Tutor training is provided to give you the skills you need to work with an adult learner.', 'reasonForLabel': 'Training and accepting feedback for improvement.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'make a significant difference in the lives of adults by helping them reach their goals.', 'reasonForLabel': 'Critical thinking to achieve educational goals.'}];6;550;['show initiative', 'adapt to change', 'apply knowledge of philosophy, ethics and religion', 'accept criticism and guidance', 'think critically']
3795164;Portuguese Translator for Early Math Education Materials;We need translators fluent in Portuguese to help us translate our early math materials (written in English). We need to translate descriptions of games and puzzles for families to play together. We need to translate annotated storybooks for adults to read to children. The most important education occurs in the early years in the home - please help us improve math education for all children!;['Portuguese'];1;Education;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'We need to translate descriptions of games and puzzles', 'reasonForLabel': 'Initiative in translating materials'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'The most important education occurs in the early years', 'reasonForLabel': 'Philosophical understanding of education importance'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'please help us improve math education for all children!', 'reasonForLabel': 'Acceptance of feedback to improve education'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'We need translators fluent in Portuguese', 'reasonForLabel': 'Adaptation to new language requirements'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'please help us improve math education for all children!', 'reasonForLabel': 'Critical thinking to improve education'}, {'preferredLabel': 'communicate with others', 'verbatimQuoteForLabel': 'We need translators fluent in Portuguese', 'reasonForLabel': 'Communication skills required for translation'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'please help us improve math education for all children!', 'reasonForLabel': 'Empathy towards improving education for all'}, {'preferredLabel': 'think creatively', 'verbatimQuoteForLabel': 'We need to translate descriptions of games and puzzles', 'reasonForLabel': 'Creative thinking in translating materials'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': 'We need translators fluent in Portuguese', 'reasonForLabel': 'Efficient work required for translation'}, {'preferredLabel': 'think analytically', 'verbatimQuoteForLabel': 'The most important education occurs in the early years', 'reasonForLabel': 'Analytical thinking about education importance'}];1;450;['show initiative', 'apply knowledge of philosophy, ethics and religion', 'accept criticism and guidance', 'adapt to change', 'think critically', 'communicate with others', 'show empathy', 'think creatively', 'work efficiently', 'think analytically']
3881982;School Outreach;Our organization is looking to further engage the local schools that we want to work with (and continue to work with) and by doing so, we would like some assistance to do some basic outreach as we work on other aspects of the organization such as program development. We already have a list of schools (about 9 to 10), that are on our to-contact list and some we have engagements with already but we want to do a round of outreach to stay in touch and so that we remain updated on their current status and the wellbeing of staff and students. The schools have Parent Centers which we feel is the best channel to make contact through whether via email or phone. The interested volunteers would be provided a brief showcasing of what the inquiry entails for each school and would then take note and share it with our main contact. This transaction and relationship with the school(s) is important so that we can maintain the dialog and further improve our mission of enhancing the schooling experience. The more we know, the more we can do!;['Office Reception', 'Basic Computer Skills', 'Organization', 'People Skills', 'Verbal / Written Communication'];1;Education;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'we want to do a round of outreach', 'reasonForLabel': 'Initiative in outreach activities.'}, {'preferredLabel': 'communicate effectively', 'verbatimQuoteForLabel': 'take note and share it with our main contact', 'reasonForLabel': 'Effective communication for sharing information.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'we want to do some basic outreach', 'reasonForLabel': 'Adaptation to new tasks and responsibilities.'}, {'preferredLabel': 'work in teams', 'verbatimQuoteForLabel': 'interested volunteers would be provided a brief showcasing of what the inquiry entails for each school', 'reasonForLabel': 'Collaborating with volunteers on outreach activities.'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'so that we can maintain the dialog and further improve our mission', 'reasonForLabel': 'Empathy in maintaining dialogue and improving mission.'}];5;1054;['show initiative', 'communicate effectively', 'adapt to change', 'work in teams', 'show empathy']
3796360;Intern for Social Meida;"Opportunity: Volunteer Social Media Internship with Miss Oregon! Are you passionate about social media, storytelling, and empowering young women? Miss Oregon is looking for a talented and enthusiastic Volunteer Social Media Intern to join our team! About Miss Oregon Miss Oregon is NOT a beauty pageant; we are a scholarship program dedicated to empowering young women to achieve their dreams. Our mission is to provide educational opportunities and foster personal growth while showcasing the unique beauty and talent of Oregon's finest. What You'll Do As a Volunteer Social Media Intern, you'll have the exciting opportunity to: Create Compelling Content: Develop engaging social media content that highlights Miss Oregon's journey, events, and impact on the community. Engage with Followers: Interact with our audience, respond to comments and messages, and cultivate a vibrant online community. Showcase Miss Oregon's Story: Tell the story of Miss Oregon and our contestants through captivating posts, stories, and behind-the-scenes content. Support Marketing Efforts: Assist in promoting Miss Oregon events, fundraisers, and initiatives through various social media platforms. What We're Looking For We're seeking a creative and self-motivated individual with: Passion for social media and digital storytelling Strong writing skills and attention to detail Ability to work independently and collaboratively Knowledge of social media platforms (Instagram, Facebook, Twitter, etc.) Desire to make a positive impact and support our mission Benefits This volunteer internship offers valuable hands-on experience in social media management, content creation, and marketing within a dynamic and supportive team. As a Miss Oregon Social Media Intern, you'll: Gain practical skills and insights into social media marketing and branding Expand your portfolio with engaging content and campaigns Network with industry professionals and community leaders Make a difference by supporting a worthy cause and empowering young women How to Apply If you're ready to make a difference and showcase your social media savvy with Miss Oregon, we'd love to hear from you! To apply, please send your resume and a brief statement of interest to [Email Address]. Be sure to include any relevant social media accounts or samples of your work. Join Us! Join the Miss Oregon team and help us shine a spotlight on talent, empowerment, and community impact. Together, we can make a difference!";['Interactive/Social Media/SEO', 'Graphic Design / Print', 'Graphic Design', 'Advertising', 'Social Media / Blogging'];1;Education;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Create Compelling Content', 'reasonForLabel': 'Initiative shown by creating content.'}, {'preferredLabel': 'engage in behaviours that help maintaining stable ecosystems and combatting mass extinction', 'verbatimQuoteForLabel': 'Support Marketing Efforts', 'reasonForLabel': 'Efforts to promote a positive impact on the community.'}, {'preferredLabel': 'advise others', 'verbatimQuoteForLabel': 'Interact with our audience, respond to comments and messages', 'reasonForLabel': 'Advice given through interaction.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'Gain practical skills and insights into social media marketing and branding', 'reasonForLabel': 'Acceptance of feedback for skill improvement.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'Expand your portfolio with engaging content and campaigns', 'reasonForLabel': 'Ethical considerations in content creation.'}, {'preferredLabel': 'adopt ways to reduce pollution', 'verbatimQuoteForLabel': 'Network with industry professionals and community leaders', 'reasonForLabel': 'Networking for a positive environmental impact.'}, {'preferredLabel': 'meet commitments', 'verbatimQuoteForLabel': 'Make a difference by supporting a worthy cause and empowering young women', 'reasonForLabel': 'Commitment to the mission of Miss Oregon.'}, {'preferredLabel': 'show determination', 'verbatimQuoteForLabel': 'Gain practical skills and insights into social media marketing and branding', 'reasonForLabel': 'Determination in learning new skills.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'Make a difference by supporting a worthy cause and empowering young women', 'reasonForLabel': 'Critical thinking for mission support.'}, {'preferredLabel': 'engage others in environment friendly behaviours', 'verbatimQuoteForLabel': 'Network with industry professionals and community leaders', 'reasonForLabel': 'Promoting environmental-friendly networking.'}];5;2493;['show initiative', 'engage in behaviours that help maintaining stable ecosystems and combatting mass extinction', 'advise others', 'accept criticism and guidance', 'apply knowledge of philosophy, ethics and religion', 'adopt ways to reduce pollution', 'meet commitments', 'show determination', 'think critically', 'engage others in environment friendly behaviours']
3378107;California Attorney;Seeking a California Attorney to Join IFWF! The International Foundation for World Freedom (IFWF) is looking for a knowledgeable and experienced California Attorney to join our team. Your legal expertise will be crucial in guiding our organization through various legal matters and ensuring compliance with state and federal regulations. Responsibilities: Provide legal advice and support on a wide range of issues, including nonprofit law, contracts, and compliance Draft and review legal documents, agreements, and contracts Ensure compliance with all relevant state and federal laws and regulations Represent IFWF in legal proceedings, if necessary Work closely with the board and executive team on strategic legal initiatives Assist in developing and implementing organizational policies and procedures Qualifications: Juris Doctor (JD) degree from an accredited law school Active license to practice law in California Proven experience as a legal counsel in a nonprofit organization Strong knowledge of nonprofit law, contracts, and compliance issues Excellent negotiation, communication, and interpersonal skills Ability to work independently and as part of a team High ethical standards and professional integrity Why Join IFWF? Engage in meaningful legal work that supports global freedom and education initiatives Collaborate with a dedicated and passionate team Opportunities for professional development and growth If you are a dedicated attorney with a passion for making a positive impact, we invite you to apply! Please send your resume and cover letter to  contact@ifworldfreedom.org.;['Legal (General)', 'Intellectual Property'];1;Education;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Provide legal advice and support', 'reasonForLabel': 'Proactively offering support.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'Ensure compliance with all relevant state and federal laws and regulations', 'reasonForLabel': 'Handling potential feedback for compliance.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'Engage in meaningful legal work that supports global freedom and education initiatives', 'reasonForLabel': 'Reflecting on ethical implications.'}, {'preferredLabel': 'manage frustration', 'verbatimQuoteForLabel': 'Represent IFWF in legal proceedings, if necessary', 'reasonForLabel': 'Handling stress during legal actions.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'Draft and review legal documents, agreements, and contracts', 'reasonForLabel': 'Evaluating the credibility of information.'}, {'preferredLabel': 'apply knowledge of science, technology and engineering', 'verbatimQuoteForLabel': 'Ensure compliance with all relevant state and federal laws and regulations', 'reasonForLabel': 'Applying legal principles.'}, {'preferredLabel': 'think analytically', 'verbatimQuoteForLabel': 'Work closely with the board and executive team on strategic legal initiatives', 'reasonForLabel': 'Identifying strengths and weaknesses.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'Ensure compliance with all relevant state and federal laws and regulations', 'reasonForLabel': 'Adjusting to new regulations.'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'Engage in meaningful legal work that supports global freedom and education initiatives', 'reasonForLabel': 'Understanding the impact on others.'}, {'preferredLabel': 'negotiate compromises', 'verbatimQuoteForLabel': 'Draft and review legal documents, agreements, and contracts', 'reasonForLabel': 'Communicating to reach common understanding.'}];2;1619;['show initiative', 'accept criticism and guidance', 'apply knowledge of philosophy, ethics and religion', 'manage frustration', 'think critically', 'apply knowledge of science, technology and engineering', 'think analytically', 'adapt to change', 'show empathy', 'negotiate compromises']
3842255;Social Media Coordinator;"The Knowledge Exchange (TKE) is a 501(c)(3) non-profit founded by a diverse team of passionate professionals, who realize that quality education is oftentimes unattainable for the majority of Americans. Our mission is that quality education is a right, not a privilege- we strive to teach our community about life! Role Summary: We are seeking a dedicated Volunteer Social Media Coordinator to support our marketing efforts under the guidance of the Chief Marketing Officer (CMO). This role will be instrumental in executing our social media strategy, increasing our online presence, and engaging with our community. If you are passionate about education accessibility and have a knack for social media management, we encourage you to apply. Responsibilities: Social Media Management: Implement the organization's social media strategy to increase brand awareness and engagement. Create and schedule content for various platforms, including Facebook, Twitter (X), Instagram, LinkedIn, and others. Monitor social media channels for comments, messages, and interactions; respond as needed or escalate to the CMO. Content Creation: Develop creative and engaging content, including text posts, graphics, videos, and other multimedia formats. Collaborate with the CMO and other team members to align social media content with overall marketing campaigns and organizational goals. Community Engagement: Foster meaningful interactions with our online community by responding to comments and messages promptly and professionally. Identify opportunities to engage influencers, supporters, and stakeholders through social media channels. Analytics and Reporting: Track social media metrics and analyze the performance of campaigns, providing regular reports to the CMO. Use data-driven insights to optimize content and strategies for better engagement and reach. Support to Marketing Initiatives: Assist the CMO in executing marketing campaigns and initiatives, as needed. Collaborate with other team members to ensure social media efforts are integrated into broader marketing and communications strategies. Requirements: Proven experience in managing social media platforms (Facebook, Twitter, Instagram, LinkedIn, etc.) for organizations or brands. Excellent written and verbal communication skills, with a strong attention to detail. Creative thinker with the ability to generate innovative ideas for content and engagement. Familiarity with social media analytics tools and ability to interpret data to improve performance. Commitment to the mission and values of TKE and willingness to volunteer time and effort to support our cause. Benefits: Opportunity to gain valuable experience in social media management and marketing within a non-profit organization. Work closely with experienced professionals in the field of marketing and communications. Make a meaningful impact on education accessibility and social change. Pay: Unpaid, Pro-bono (all officers and admin support staff are pro-bono) We offer Holiday/End of the year bonuses starting at $50 Hours: 5+ hours a week Location: Remote (work from anywhere) This job description is intended to describe the general nature and level of the work being performed by employees in the position. It is not intended to be a complete list of all responsibilities, duties, and skills for positions. The organization reserves the right at all times, in its sole discretion, to add or subtract duties and responsibilities, as it deems necessary. The Knowledge Exchange is an Equal Opportunity Employer. All qualified applicants will receive consideration without regard to race, color, religion, gender, sexual orientation, gender identity, national origin or ancestry, age, disability or veteran status, or other protected status.";['Marketing & Communications (Mar/Com)', 'Marketing Strategy & Planning', 'Interactive/Social Media/SEO', 'Sales Marketing', 'Marketing Analytics', 'Social Media / Blogging'];1;Education;"[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Passionate about education accessibility', 'reasonForLabel': 'Demonstrates proactive involvement.'}, {'preferredLabel': 'apply knowledge of philosophy, ethics and religion', 'verbatimQuoteForLabel': 'Teach our community about life!', 'reasonForLabel': 'Involves understanding roles and purpose.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'Willingness to volunteer time and effort', 'reasonForLabel': 'Open to feedback for improvement.'}, {'preferredLabel': 'manage frustration', 'verbatimQuoteForLabel': 'Respond as needed or escalate to the CMO', 'reasonForLabel': 'Handles challenges calmly and constructively.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'Interpret data to improve performance', 'reasonForLabel': 'Evaluates information and sources.'}, {'preferredLabel': 'communicate with others', 'verbatimQuoteForLabel': 'Collaborate with other team members', 'reasonForLabel': 'Engages in effective communication.'}, {'preferredLabel': 'work efficiently', 'verbatimQuoteForLabel': ""Implement the organization's social media strategy"", 'reasonForLabel': 'Achieves objectives using minimal resources.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'Support our marketing efforts under guidance', 'reasonForLabel': 'Adjusts to new roles and responsibilities.'}, {'preferredLabel': 'show empathy', 'verbatimQuoteForLabel': 'Foster meaningful interactions with community', 'reasonForLabel': 'Shows considerate attention to others.'}, {'preferredLabel': 'work in teams', 'verbatimQuoteForLabel': 'Collaborate with other team members', 'reasonForLabel': 'Works effectively within a group.'}]";6;3795;['show initiative', 'apply knowledge of philosophy, ethics and religion', 'accept criticism and guidance', 'manage frustration', 'think critically', 'communicate with others', 'work efficiently', 'adapt to change', 'show empathy', 'work in teams']
3911573;Make a Lasting Impact: Join Our Mission as a Volunteer and Help Us Empower Cancer Survivors;We are entering a year of significant growth and expansion, and we are seeking experienced professionals to join our board of directors to help drive our mission forward. If you have expertise in areas such as healthcare, business development, event planning, or nonprofit leadership, we would love to have you contribute your knowledge and skills to support our efforts. As a board member, you will play a key role in shaping our strategic direction, expanding our reach, and ensuring the sustainability of programs that empower cancer survivors. This is an exciting opportunity to make a lasting impact as we work to create a thriving, supportive community for cancer survivors in this pivotal year of growth.;['Business Development & Sales Management', 'Budgeting', 'Fundraising', 'Grant Writing / Research', 'Community Outreach'];1;Civic activities and community;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'help drive our mission forward', 'reasonForLabel': 'Helping to drive a mission requires taking the first step.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'we are seeking experienced professionals', 'reasonForLabel': 'Seeking experienced professionals implies adapting to new roles and changes.'}, {'preferredLabel': 'think critically', 'verbatimQuoteForLabel': 'shaping our strategic direction', 'reasonForLabel': 'Shaping a strategic direction requires critical thinking.'}, {'preferredLabel': 'resolve conflicts', 'verbatimQuoteForLabel': 'ensuring the sustainability of programs', 'reasonForLabel': 'Ensuring sustainability may involve resolving internal or external conflicts.'}, {'preferredLabel': 'work in teams', 'verbatimQuoteForLabel': 'expanding our reach', 'reasonForLabel': 'Expanding reach typically involves working within a team.'}];5;803;['show initiative', 'adapt to change', 'think critically', 'resolve conflicts', 'work in teams']
3806844;Volunteer Mentor for People Experiencing Homelessness;OUR MISSION We equip and empower people to chart their course out of poverty to self-sufficiency through an education and mentorship program. We foster positive community by intentionally creating personal relationships that bridge socioeconomic lines. Throughout the ongoing classes, focused on poverty alleviation, the Participants set goals for meaningful life improvement, and they are partnered with volunteer mentors for coaching and guidance.;['Critical Thinking', 'Networking', 'People Skills', 'Problem Solving', 'Relationship Building'];0;Civic activities and community;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'equip and empower people', 'reasonForLabel': 'Equip and empower implies taking proactive steps.'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'coaching and guidance program', 'reasonForLabel': 'Mentorship involves accepting feedback and guidance.'}, {'preferredLabel': 'meet commitments', 'verbatimQuoteForLabel': 'set goals for meaningful life improvement', 'reasonForLabel': 'Setting goals implies reliable performance of tasks.'}, {'preferredLabel': 'adapt to change', 'verbatimQuoteForLabel': 'foster positive community', 'reasonForLabel': 'Fostering a community involves adapting to new situations.'}, {'preferredLabel': 'show determination', 'verbatimQuoteForLabel': 'chart their course out of poverty', 'reasonForLabel': 'Charting a course implies commitment and hard work.'}];5;503;['show initiative', 'accept criticism and guidance', 'meet commitments', 'adapt to change', 'show determination']
218628;Food Bank Volunteers - Weekday Food Sorting;Volunteers needed to sort and package produce in our warehouse. Volunteers must be age 10 or older. To sign up, please go to www.accfb.org/volunteer.;['Food Service'];0;Civic activities and community;[{'preferredLabel': 'show initiative', 'verbatimQuoteForLabel': 'Volunteers needed to sort and package produce', 'reasonForLabel': 'Taking first step in action'}, {'preferredLabel': 'accept criticism and guidance', 'verbatimQuoteForLabel': 'To sign up, please go to www.accfb.org/volunteer.', 'reasonForLabel': 'Handling negative feedback from others'}];1;193;['show initiative', 'accept criticism and guidance']
